CustomerID,CustomerName,City,Segment,SignupDate,PreferredChannel
106,Cliente 00106,Granada,Plus,2024-01-16,Online
107,Cliente 00107,Pamplona,Plus,2025-08-09,Tienda
108,Cliente 00108,Valladolid,Plus,2025-08-20,Mixto
109,Cliente 00109,Málaga,Premium,2024-08-13,Online
110,Cliente 00110,Murcia,Plus,2022-07-17,Tienda
111,Cliente 00111,Sevilla,Plus,2021-10-19,Mixto
112,Cliente 00112,Santander,Básico,2022-02-01,Tienda
113,Cliente 00113,Granada,Básico,2025-08-27,Online
114,Cliente 00114,Granada,Premium,2020-06-08,Tienda
115,Cliente 00115,Zaragoza,Plus,2022-09-02,Tienda
116,Cliente 00116,Zaragoza,Básico,2023-10-03,Online
117,Cliente 00117,Granada,Plus,2019-02-27,Tienda
118,Cliente 00118,Las Palmas,Básico,2023-06-11,Tienda
119,Cliente 00119,Córdoba,Plus,2020-10-26,Tienda
120,Cliente 00120,Palma,Básico,2020-12-18,Tienda
121,Cliente 00121,Murcia,Plus,2023-05-09,Online
122,Cliente 00122,Alicante,Básico,2019-01-23,Online
123,Cliente 00123,Gijón,Básico,2020-02-05,Online
124,Cliente 00124,Málaga,Básico,2022-03-08,Online
125,Cliente 00125,Gijón,Plus,2023-02-01,Tienda
126,Cliente 00126,Bilbao,Básico,2019-10-06,Online
127,Cliente 00127,Murcia,Básico,2021-07-13,Tienda
128,Cliente 00128,Santander,Plus,2021-02-25,Online
129,Cliente 00129,Pamplona,Básico,2022-09-27,Online
130,Cliente 00130,Santander,Básico,2021-02-07,Online
131,Cliente 00131,Zaragoza,Básico,2019-01-05,Tienda
132,Cliente 00132,Granada,Premium,2022-09-16,Tienda
133,Cliente 00133,Santander,Básico,2024-12-08,Mixto
134,Cliente 00134,Pamplona,Básico,2023-02-03,Online
135,Cliente 00135,Madrid,Básico,2021-07-14,Tienda
136,Cliente 00136,Vigo,Básico,2022-05-17,Mixto
137,Cliente 00137,Pamplona,Básico,2019-12-25,Online
138,Cliente 00138,Vigo,Básico,2020-08-27,Online
139,Cliente 00139,Bilbao,Básico,2022-01-24,Online
140,Cliente 00140,Vigo,Básico,2023-02-23,Online
141,Cliente 00141,Barcelona,Premium,2022-05-27,Mixto
142,Cliente 00142,Palma,Básico,2025-09-27,Tienda
143,Cliente 00143,Alicante,Básico,2023-06-18,Tienda
144,Cliente 00144,Palma,Premium,2019-02-28,Mixto
145,Cliente 00145,Córdoba,Premium,2022-09-02,Tienda
146,Cliente 00146,Bilbao,Plus,2023-01-29,Tienda
147,Cliente 00147,Valladolid,Básico,2019-04-22,Online
148,Cliente 00148,Alicante,Básico,2021-09-11,Tienda
149,Cliente 00149,Alicante,Básico,2025-02-05,Online
150,Cliente 00150,Zaragoza,Básico,2021-07-01,Online
151,Cliente 00151,Zaragoza,Básico,2022-03-12,Online
152,Cliente 00152,Bilbao,Plus,2020-07-19,Tienda
153,Cliente 00153,Palma,Básico,2019-07-16,Tienda
154,Cliente 00154,Valladolid,Plus,2021-03-24,Tienda
155,Cliente 00155,Málaga,Básico,2024-05-29,Online
156,Cliente 00156,Murcia,Básico,2025-11-17,Mixto
157,Cliente 00157,Zaragoza,Plus,2023-08-15,Online
158,Cliente 00158,Sevilla,Premium,2024-10-24,Mixto
159,Cliente 00159,Alicante,Básico,2023-07-18,Tienda
160,Cliente 00160,Gijón,Plus,2023-08-11,Tienda
161,Cliente 00161,Zaragoza,Básico,2021-12-27,Tienda
162,Cliente 00162,Granada,Básico,2019-06-06,Mixto
163,Cliente 00163,Valladolid,Plus,2021-11-15,Tienda
164,Cliente 00164,Sevilla,Básico,2025-01-19,Online
165,Cliente 00165,Málaga,Básico,2022-10-02,Mixto
166,Cliente 00166,Madrid,Básico,2024-05-01,Online
167,Cliente 00167,Madrid,Básico,2019-05-10,Tienda
168,Cliente 00168,Málaga,Básico,2020-05-29,Tienda
169,Cliente 00169,Palma,Básico,2021-02-03,Mixto
170,Cliente 00170,Gijón,Premium,2021-07-07,Tienda
171,Cliente 00171,Valencia,Plus,2025-11-30,Online
172,Cliente 00172,Granada,Básico,2022-03-26,Tienda
173,Cliente 00173,Bilbao,Básico,2023-08-20,Online
174,Cliente 00174,Valencia,Plus,2023-07-06,Tienda
175,Cliente 00175,Córdoba,Básico,2021-12-06,Tienda
176,Cliente 00176,Vigo,Básico,2025-10-05,Mixto
177,Cliente 00177,Valladolid,Plus,2020-07-22,Online
178,Cliente 00178,Valencia,Básico,2019-03-30,Online
179,Cliente 00179,Valencia,Básico,2024-03-19,Tienda
180,Cliente 00180,Murcia,Básico,2023-07-30,Online
181,Cliente 00181,Palma,Básico,2020-10-27,Online
182,Cliente 00182,Pamplona,Básico,2025-01-27,Tienda
183,Cliente 00183,Zaragoza,Premium,2020-02-20,Tienda
184,Cliente 00184,Sevilla,Básico,2020-10-03,Online
185,Cliente 00185,Pamplona,Plus,2020-01-30,Tienda
186,Cliente 00186,Valencia,Plus,2020-04-21,Mixto
187,Cliente 00187,Madrid,Básico,2024-02-07,Tienda
188,Cliente 00188,Murcia,Básico,2023-12-04,Online
189,Cliente 00189,Murcia,Básico,2023-07-02,Online
190,Cliente 00190,Alicante,Plus,2025-01-09,Online
191,Cliente 00191,Granada,Básico,2019-06-28,Tienda
192,Cliente 00192,Santander,Plus,2023-05-05,Tienda
193,Cliente 00193,Zaragoza,Premium,2019-10-22,Online
194,Cliente 00194,Pamplona,Plus,2025-09-08,Online
195,Cliente 00195,Alicante,Premium,2023-06-09,Online
196,Cliente 00196,Barcelona,Plus,2024-04-26,Online
197,Cliente 00197,Santander,Premium,2022-12-30,Mixto
198,Cliente 00198,Valencia,Plus,2021-09-07,Online
199,Cliente 00199,Valladolid,Plus,2023-10-20,Online
200,Cliente 00200,Gijón,Plus,2024-11-06,Tienda
201,Cliente 00201,Bilbao,Premium,2020-03-31,Online
202,Cliente 00202,Bilbao,Básico,2025-02-06,Online
203,Cliente 00203,Palma,Plus,2024-02-01,Tienda
204,Cliente 00204,Granada,Básico,2019-08-08,Online
205,Cliente 00205,Bilbao,Premium,2025-07-20,Online
206,Cliente 00206,Alicante,Básico,2020-04-05,Tienda
207,Cliente 00207,Palma,Plus,2023-03-17,Tienda
208,Cliente 00208,Valencia,Plus,2019-11-28,Online
209,Cliente 00209,Córdoba,Premium,2020-05-16,Mixto
210,Cliente 00210,Gijón,Básico,2023-07-02,Online
211,Cliente 00211,Valladolid,Plus,2023-10-03,Mixto
212,Cliente 00212,Sevilla,Plus,2023-10-22,Mixto
213,Cliente 00213,Valencia,Premium,2021-05-26,Tienda
214,Cliente 00214,Murcia,Premium,2024-09-27,Online
215,Cliente 00215,Las Palmas,Plus,2024-12-23,Mixto
216,Cliente 00216,Las Palmas,Plus,2021-02-11,Tienda
217,Cliente 00217,Bilbao,Básico,2023-05-06,Online
218,Cliente 00218,Las Palmas,Premium,2025-05-03,Tienda
219,Cliente 00219,Zaragoza,Básico,2020-10-15,Tienda
220,Cliente 00220,Córdoba,Plus,2021-11-16,Mixto
221,Cliente 00221,Gijón,Plus,2024-10-18,Tienda
222,Cliente 00222,Alicante,Básico,2025-01-19,Mixto
223,Cliente 00223,Madrid,Básico,2020-08-24,Tienda
224,Cliente 00224,Pamplona,Básico,2022-07-24,Tienda
225,Cliente 00225,Madrid,Premium,2021-05-01,Tienda
226,Cliente 00226,Pamplona,Básico,2022-08-14,Mixto
227,Cliente 00227,Madrid,Básico,2021-08-27,Mixto
228,Cliente 00228,Las Palmas,Plus,2019-01-14,Mixto
229,Cliente 00229,Barcelona,Básico,2025-06-21,Mixto
230,Cliente 00230,Barcelona,Premium,2023-06-17,Tienda
231,Cliente 00231,Córdoba,Básico,2022-03-26,Online
232,Cliente 00232,Vigo,Básico,2019-07-02,Mixto
233,Cliente 00233,Valencia,Básico,2022-05-08,Online
234,Cliente 00234,Pamplona,Básico,2023-07-18,Online
235,Cliente 00235,Zaragoza,Básico,2020-10-27,Tienda
236,Cliente 00236,Zaragoza,Plus,2024-03-17,Tienda
237,Cliente 00237,Zaragoza,Básico,2021-09-29,Tienda
238,Cliente 00238,Palma,Básico,2019-01-29,Online
239,Cliente 00239,Sevilla,Básico,2022-10-04,Online
240,Cliente 00240,Murcia,Básico,2020-04-07,Online
241,Cliente 00241,Sevilla,Premium,2019-02-06,Online
242,Cliente 00242,Madrid,Básico,2019-11-29,Online
243,Cliente 00243,Málaga,Premium,2020-12-28,Tienda
244,Cliente 00244,Córdoba,Básico,2022-08-08,Online
245,Cliente 00245,Vigo,Básico,2025-12-04,Tienda
246,Cliente 00246,Málaga,Básico,2020-07-11,Online
247,Cliente 00247,Zaragoza,Básico,2019-05-27,Tienda
248,Cliente 00248,Gijón,Plus,2020-05-03,Mixto
249,Cliente 00249,Córdoba,Básico,2021-03-27,Online
250,Cliente 00250,Gijón,Básico,2020-06-08,Online
251,Cliente 00251,Santander,Plus,2021-04-01,Tienda
252,Cliente 00252,Gijón,Plus,2025-10-12,Online
253,Cliente 00253,Santander,Premium,2021-08-27,Mixto
254,Cliente 00254,Murcia,Premium,2023-06-11,Mixto
255,Cliente 00255,Murcia,Plus,2023-10-17,Tienda
256,Cliente 00256,Zaragoza,Plus,2019-11-29,Mixto
257,Cliente 00257,Bilbao,Plus,2020-09-25,Tienda
258,Cliente 00258,Vigo,Básico,2021-11-28,Tienda
259,Cliente 00259,Córdoba,Plus,2022-03-22,Online
260,Cliente 00260,Gijón,Básico,2019-02-03,Online
261,Cliente 00261,Sevilla,Plus,2023-07-07,Online
262,Cliente 00262,Palma,Premium,2021-04-03,Tienda
263,Cliente 00263,Sevilla,Básico,2023-03-22,Tienda
264,Cliente 00264,Santander,Plus,2025-08-22,Online
265,Cliente 00265,Bilbao,Premium,2025-01-19,Tienda
266,Cliente 00266,Valencia,Básico,2025-11-09,Online
267,Cliente 00267,Valladolid,Básico,2021-11-22,Online
268,Cliente 00268,Granada,Premium,2019-11-02,Online
269,Cliente 00269,Santander,Premium,2020-07-06,Tienda
270,Cliente 00270,Barcelona,Básico,2021-05-28,Tienda
271,Cliente 00271,Zaragoza,Básico,2021-02-06,Tienda
272,Cliente 00272,Valencia,Plus,2020-06-15,Online
273,Cliente 00273,Zaragoza,Básico,2020-01-21,Tienda
274,Cliente 00274,Las Palmas,Básico,2020-04-22,Mixto
275,Cliente 00275,Zaragoza,Básico,2023-08-10,Online
276,Cliente 00276,Barcelona,Básico,2022-06-08,Tienda
277,Cliente 00277,Las Palmas,Plus,2019-04-07,Online
278,Cliente 00278,Madrid,Plus,2022-12-12,Online
279,Cliente 00279,Bilbao,Plus,2024-11-23,Tienda
280,Cliente 00280,Madrid,Plus,2021-12-23,Online
281,Cliente 00281,Barcelona,Básico,2021-03-25,Tienda
282,Cliente 00282,Murcia,Básico,2020-11-27,Mixto
283,Cliente 00283,Granada,Básico,2020-12-13,Online
284,Cliente 00284,Vigo,Básico,2025-06-20,Online
285,Cliente 00285,Barcelona,Básico,2025-12-10,Mixto
286,Cliente 00286,Madrid,Básico,2021-05-27,Tienda
287,Cliente 00287,Málaga,Básico,2025-06-18,Mixto
288,Cliente 00288,Alicante,Básico,2024-12-21,Online
289,Cliente 00289,Vigo,Plus,2019-07-13,Tienda
290,Cliente 00290,Gijón,Plus,2022-06-08,Mixto
291,Cliente 00291,Málaga,Premium,2023-08-06,Online
292,Cliente 00292,Sevilla,Plus,2021-12-14,Mixto
293,Cliente 00293,Madrid,Plus,2022-03-13,Tienda
294,Cliente 00294,Valencia,Básico,2022-06-17,Mixto
295,Cliente 00295,Barcelona,Plus,2023-10-27,Online
296,Cliente 00296,Granada,Básico,2021-01-20,Tienda
297,Cliente 00297,Bilbao,Básico,2023-03-06,Online
298,Cliente 00298,Gijón,Básico,2020-09-14,Mixto
299,Cliente 00299,Las Palmas,Básico,2025-03-22,Online
300,Cliente 00300,Las Palmas,Básico,2019-08-05,Online
301,Cliente 00301,Palma,Plus,2019-06-21,Mixto
302,Cliente 00302,Gijón,Plus,2019-04-07,Online
303,Cliente 00303,Madrid,Plus,2021-06-12,Tienda
304,Cliente 00304,Barcelona,Plus,2023-03-30,Online
305,Cliente 00305,Murcia,Básico,2025-11-23,Tienda
306,Cliente 00306,Murcia,Básico,2022-03-08,Online
307,Cliente 00307,Las Palmas,Plus,2020-04-10,Tienda
308,Cliente 00308,Vigo,Básico,2021-07-30,Tienda
309,Cliente 00309,Valladolid,Básico,2019-11-22,Online
310,Cliente 00310,Bilbao,Básico,2022-04-21,Online
311,Cliente 00311,Zaragoza,Premium,2024-02-07,Online
312,Cliente 00312,Vigo,Plus,2019-04-01,Tienda
313,Cliente 00313,Sevilla,Básico,2024-06-10,Online
314,Cliente 00314,Las Palmas,Plus,2020-08-07,Online
315,Cliente 00315,Las Palmas,Básico,2023-09-15,Online
316,Cliente 00316,Vigo,Básico,2024-09-15,Tienda
317,Cliente 00317,Córdoba,Básico,2024-06-06,Tienda
318,Cliente 00318,Palma,Básico,2023-09-09,Tienda
319,Cliente 00319,Zaragoza,Plus,2023-11-09,Mixto
320,Cliente 00320,Málaga,Básico,2019-12-14,Tienda
321,Cliente 00321,Murcia,Plus,2021-09-01,Mixto
322,Cliente 00322,Sevilla,Básico,2023-04-04,Tienda
323,Cliente 00323,Alicante,Plus,2023-04-30,Online
324,Cliente 00324,Sevilla,Plus,2024-06-08,Mixto
325,Cliente 00325,Alicante,Plus,2021-02-27,Mixto
326,Cliente 00326,Vigo,Plus,2025-01-21,Tienda
327,Cliente 00327,Pamplona,Premium,2022-02-22,Online
328,Cliente 00328,Valencia,Básico,2020-09-21,Online
329,Cliente 00329,Vigo,Plus,2024-02-23,Tienda
330,Cliente 00330,Barcelona,Plus,2019-11-22,Tienda
331,Cliente 00331,Málaga,Básico,2021-11-01,Tienda
332,Cliente 00332,Sevilla,Básico,2024-06-19,Tienda
333,Cliente 00333,Valencia,Básico,2024-05-24,Tienda
334,Cliente 00334,Sevilla,Básico,2020-03-01,Online
335,Cliente 00335,Madrid,Básico,2019-03-23,Online
336,Cliente 00336,Gijón,Básico,2019-08-17,Online
337,Cliente 00337,Barcelona,Plus,2024-10-10,Mixto
338,Cliente 00338,Murcia,Básico,2024-06-25,Tienda
339,Cliente 00339,Córdoba,Plus,2022-07-17,Mixto
340,Cliente 00340,Pamplona,Básico,2021-04-14,Tienda
341,Cliente 00341,Granada,Plus,2020-05-05,Mixto
342,Cliente 00342,Valencia,Básico,2019-01-30,Tienda
343,Cliente 00343,Pamplona,Básico,2023-09-14,Mixto
344,Cliente 00344,Alicante,Básico,2019-04-01,Mixto
345,Cliente 00345,Sevilla,Plus,2019-09-26,Tienda
346,Cliente 00346,Palma,Básico,2024-07-18,Online
347,Cliente 00347,Santander,Premium,2023-01-29,Tienda
348,Cliente 00348,Murcia,Básico,2022-06-05,Online
349,Cliente 00349,Sevilla,Plus,2020-07-12,Online
350,Cliente 00350,Granada,Básico,2020-01-18,Tienda
351,Cliente 00351,Pamplona,Plus,2022-04-07,Mixto
352,Cliente 00352,Pamplona,Básico,2021-07-05,Online
353,Cliente 00353,Pamplona,Básico,2022-09-27,Online
354,Cliente 00354,Granada,Básico,2020-02-27,Mixto
355,Cliente 00355,Palma,Básico,2020-08-14,Online
356,Cliente 00356,Sevilla,Básico,2019-10-16,Online
357,Cliente 00357,Alicante,Premium,2021-12-20,Tienda
358,Cliente 00358,Sevilla,Básico,2020-07-25,Mixto
359,Cliente 00359,Palma,Básico,2022-11-05,Tienda
360,Cliente 00360,Alicante,Premium,2022-06-25,Tienda
361,Cliente 00361,Pamplona,Básico,2020-06-20,Online
362,Cliente 00362,Zaragoza,Básico,2023-11-22,Online
363,Cliente 00363,Bilbao,Plus,2021-05-28,Mixto
364,Cliente 00364,Vigo,Premium,2021-05-22,Mixto
365,Cliente 00365,Madrid,Plus,2022-05-06,Online
366,Cliente 00366,Valladolid,Básico,2019-12-22,Online
367,Cliente 00367,Vigo,Premium,2021-12-09,Online
368,Cliente 00368,Las Palmas,Básico,2023-01-28,Online
369,Cliente 00369,Málaga,Premium,2019-11-25,Online
370,Cliente 00370,Gijón,Plus,2022-12-14,Online
371,Cliente 00371,Málaga,Premium,2019-04-10,Mixto
372,Cliente 00372,Córdoba,Básico,2023-03-23,Online
373,Cliente 00373,Palma,Básico,2019-04-01,Tienda
374,Cliente 00374,Madrid,Plus,2020-03-23,Tienda
375,Cliente 00375,Las Palmas,Básico,2021-06-14,Mixto
376,Cliente 00376,Madrid,Básico,2023-04-20,Mixto
377,Cliente 00377,Santander,Premium,2024-01-12,Tienda
378,Cliente 00378,Valladolid,Plus,2022-04-13,Online
379,Cliente 00379,Málaga,Básico,2019-12-02,Tienda
380,Cliente 00380,Palma,Básico,2021-09-17,Online
381,Cliente 00381,Alicante,Básico,2024-07-04,Online
382,Cliente 00382,Bilbao,Básico,2019-08-19,Online
383,Cliente 00383,Zaragoza,Básico,2024-01-04,Mixto
384,Cliente 00384,Murcia,Plus,2021-09-13,Online
385,Cliente 00385,Bilbao,Plus,2019-01-11,Tienda
386,Cliente 00386,Vigo,Básico,2023-11-11,Tienda
387,Cliente 00387,Barcelona,Básico,2019-03-10,Tienda
388,Cliente 00388,Gijón,Plus,2021-08-02,Online
389,Cliente 00389,Málaga,Plus,2020-05-13,Mixto
390,Cliente 00390,Valladolid,Premium,2023-02-01,Tienda
391,Cliente 00391,Valencia,Básico,2019-05-24,Tienda
392,Cliente 00392,Málaga,Plus,2019-08-21,Tienda
393,Cliente 00393,Vigo,Básico,2022-09-20,Mixto
394,Cliente 00394,Bilbao,Básico,2025-12-15,Mixto
395,Cliente 00395,Valencia,Premium,2019-04-12,Tienda
396,Cliente 00396,Las Palmas,Básico,2022-03-23,Online
397,Cliente 00397,Valencia,Básico,2024-08-13,Online
398,Cliente 00398,Zaragoza,Básico,2021-01-13,Online
399,Cliente 00399,Palma,Básico,2022-06-14,Online
400,Cliente 00400,Valladolid,Básico,2024-11-13,Online
401,Cliente 00401,Alicante,Plus,2024-02-04,Online
402,Cliente 00402,Córdoba,Básico,2024-04-02,Mixto
403,Cliente 00403,Granada,Básico,2023-09-24,Mixto
404,Cliente 00404,Barcelona,Premium,2022-07-19,Mixto
405,Cliente 00405,Málaga,Básico,2022-02-01,Tienda
406,Cliente 00406,Madrid,Premium,2025-06-23,Tienda
407,Cliente 00407,Madrid,Básico,2025-02-12,Online
408,Cliente 00408,Sevilla,Plus,2025-12-06,Tienda
409,Cliente 00409,Valladolid,Básico,2023-09-23,Online
410,Cliente 00410,Santander,Plus,2021-07-07,Tienda
411,Cliente 00411,Vigo,Básico,2019-10-08,Mixto
412,Cliente 00412,Alicante,Premium,2019-11-18,Mixto
413,Cliente 00413,Gijón,Básico,2025-08-28,Online
414,Cliente 00414,Sevilla,Plus,2021-07-17,Tienda
415,Cliente 00415,Granada,Básico,2019-10-10,Online
416,Cliente 00416,Santander,Básico,2020-07-24,Online
417,Cliente 00417,Barcelona,Básico,2019-02-23,Online
418,Cliente 00418,Palma,Básico,2022-09-19,Online
419,Cliente 00419,Gijón,Básico,2021-08-25,Tienda
420,Cliente 00420,Palma,Plus,2024-03-16,Tienda
421,Cliente 00421,Granada,Básico,2022-05-13,Online
422,Cliente 00422,Santander,Básico,2025-09-19,Mixto
423,Cliente 00423,Palma,Básico,2024-05-04,Tienda
424,Cliente 00424,Barcelona,Básico,2019-07-12,Tienda
425,Cliente 00425,Málaga,Básico,2020-12-01,Tienda
426,Cliente 00426,Sevilla,Plus,2024-04-11,Tienda
427,Cliente 00427,Palma,Básico,2022-10-05,Tienda
428,Cliente 00428,Valladolid,Premium,2024-04-09,Tienda
429,Cliente 00429,Palma,Básico,2024-06-29,Mixto
430,Cliente 00430,Sevilla,Básico,2024-06-29,Online
431,Cliente 00431,Zaragoza,Premium,2023-06-23,Tienda
432,Cliente 00432,Córdoba,Básico,2021-10-30,Online
433,Cliente 00433,Madrid,Básico,2019-01-22,Mixto
434,Cliente 00434,Sevilla,Premium,2024-02-04,Online
435,Cliente 00435,Santander,Premium,2023-08-15,Online
436,Cliente 00436,Barcelona,Plus,2023-09-03,Mixto
437,Cliente 00437,Murcia,Básico,2020-03-10,Tienda
438,Cliente 00438,Sevilla,Plus,2024-02-12,Online
439,Cliente 00439,Barcelona,Premium,2024-01-26,Online
440,Cliente 00440,Murcia,Premium,2024-12-31,Tienda
441,Cliente 00441,Las Palmas,Básico,2022-12-21,Mixto
442,Cliente 00442,Sevilla,Básico,2024-02-13,Tienda
443,Cliente 00443,Barcelona,Básico,2021-10-23,Online
444,Cliente 00444,Valencia,Básico,2023-11-16,Tienda
445,Cliente 00445,Alicante,Plus,2023-11-10,Tienda
446,Cliente 00446,Granada,Básico,2024-06-15,Online
447,Cliente 00447,Sevilla,Básico,2024-12-29,Mixto
448,Cliente 00448,Zaragoza,Básico,2019-01-09,Online
449,Cliente 00449,Málaga,Básico,2024-06-13,Mixto
450,Cliente 00450,Málaga,Básico,2024-07-18,Mixto
451,Cliente 00451,Bilbao,Básico,2022-10-25,Online
452,Cliente 00452,Madrid,Básico,2022-08-21,Tienda
453,Cliente 00453,Las Palmas,Premium,2024-01-22,Mixto
454,Cliente 00454,Málaga,Básico,2022-03-09,Tienda
455,Cliente 00455,Málaga,Básico,2021-11-23,Tienda
